story_id,character,source_text,situation,moral_conflict,broken_component,iks_principle,hope_message,distress_keywords,emotion_tags,distress_level,decision_taken,outcome,user_group,data_source
IKS_EXT_087,Draupadi,Mahabharata,facing social discrimination,faith vs logic,Goals,tapas,"Through tapas, one can navigate facing social discrimination and restore inner balance.","helplessness, faith, logic",helplessness,low,Decided to apply tapas to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_088,Vidura,Mahabharata,dealing with physical illness,non-violence vs self-defense,Goals,karma yoga,"Through karma yoga, one can navigate dealing with physical illness and restore inner balance.","fear, non-violence, self-defense",fear,medium,Decided to apply karma yoga to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_089,Vidura,Mahabharata,dealing with professional failure,attachment vs detachment,Agency,bhakti,"Through bhakti, one can navigate dealing with professional failure and restore inner balance.","anger, attachment, detachment",anger,low,Decided to apply bhakti to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_090,Drona,Mahabharata,facing injustice from authority,attachment vs detachment,Pathways,ahimsa,"Through ahimsa, one can navigate facing injustice from authority and restore inner balance.","fear, attachment, detachment",fear,low,Decided to apply ahimsa to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_091,Bhishma,Mahabharata,dealing with anger and revenge,truth vs convenience,Agency,tapas,"Through tapas, one can navigate dealing with anger and revenge and restore inner balance.","confusion, truth, convenience",confusion,high,Decided to apply tapas to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_092,Arjuna,Mahabharata,coping with aging,non-violence vs self-defense,Pathways,ahimsa,"Through ahimsa, one can navigate coping with aging and restore inner balance.","anxiety, non-violence, self-defense",anxiety,low,Decided to apply ahimsa to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_093,Draupadi,Mahabharata,seeking purpose in life,integrity vs shortcut,Goals,dharma,"Through dharma, one can navigate seeking purpose in life and restore inner balance.","helplessness, integrity, shortcut",helplessness,low,Decided to apply dharma to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_094,Vidura,Mahabharata,handling jealousy and envy,patience vs impulse,Agency,tapas,"Through tapas, one can navigate handling jealousy and envy and restore inner balance.","anger, patience, impulse",anger,medium,Decided to apply tapas to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_095,Yudhisthira,Mahabharata,feeling lonely in a crowd,patience vs impulse,Agency,bhakti,"Through bhakti, one can navigate feeling lonely in a crowd and restore inner balance.","sadness, patience, impulse",sadness,low,Decided to apply bhakti to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_096,Kunti,Mahabharata,struggling with poverty,mercy vs justice,Agency,satya,"Through satya, one can navigate struggling with poverty and restore inner balance.","frustration, mercy, justice",frustration,high,Decided to apply satya to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_097,Bhishma,Mahabharata,dealing with financial debt,truth vs convenience,Goals,daya,"Through daya, one can navigate dealing with financial debt and restore inner balance.","frustration, truth, convenience",frustration,medium,Decided to apply daya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_098,Yudhisthira,Mahabharata,facing injustice from authority,non-violence vs self-defense,Agency,daya,"Through daya, one can navigate facing injustice from authority and restore inner balance.","moral tension, non-violence, self-defense",moral tension,medium,Decided to apply daya to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_099,Kunti,Mahabharata,overcoming procrastination,loyalty vs righteousness,Agency,satya,"Through satya, one can navigate overcoming procrastination and restore inner balance.","frustration, loyalty, righteousness",frustration,high,Decided to apply satya to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_100,Karna,Mahabharata,facing a moral dilemma between family and duty,patience vs impulse,Agency,vairagya,"Through vairagya, one can navigate facing a moral dilemma between family and duty and restore inner balance.","moral tension, patience, impulse",moral tension,low,Decided to apply vairagya to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_101,Sita,Ramayana,dealing with anger and revenge,duty vs personal gain,Pathways,bhakti,"Through bhakti, one can navigate dealing with anger and revenge and restore inner balance.","frustration, duty, personal gain",frustration,low,Decided to apply bhakti to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_102,Bharata,Ramayana,facing ethical corruption in workplace,faith vs logic,Pathways,viveka,"Through viveka, one can navigate facing ethical corruption in workplace and restore inner balance.","helplessness, faith, logic",helplessness,low,Decided to apply viveka to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_103,Lakshmana,Ramayana,dealing with professional failure,forgiveness vs anger,Agency,vairagya,"Through vairagya, one can navigate dealing with professional failure and restore inner balance.","despair, forgiveness, anger",despair,medium,Decided to apply vairagya to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_104,Rama,Ramayana,dealing with anger and revenge,hard work vs luck,Pathways,dana,"Through dana, one can navigate dealing with anger and revenge and restore inner balance.","grief, hard work, luck",grief,high,Decided to apply dana to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_105,Bharata,Ramayana,managing family conflicts,self-interest vs social good,Pathways,karma yoga,"Through karma yoga, one can navigate managing family conflicts and restore inner balance.","frustration, self-interest, social good",frustration,high,Decided to apply karma yoga to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_106,Lakshmana,Ramayana,dealing with public humiliation,fear vs courage,Goals,dharma,"Through dharma, one can navigate dealing with public humiliation and restore inner balance.","helplessness, fear, courage",helplessness,low,Decided to apply dharma to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_107,Sita,Ramayana,facing betrayal by a friend,ambition vs contentment,Goals,dharma,"Through dharma, one can navigate facing betrayal by a friend and restore inner balance.","anxiety, ambition, contentment",anxiety,low,Decided to apply dharma to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_108,Hanuman,Ramayana,coping with aging,hard work vs luck,Pathways,dharma,"Through dharma, one can navigate coping with aging and restore inner balance.","anxiety, hard work, luck",anxiety,medium,Decided to apply dharma to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_109,Sugriva,Ramayana,handling jealousy and envy,non-violence vs self-defense,Agency,bhakti,"Through bhakti, one can navigate handling jealousy and envy and restore inner balance.","anger, non-violence, self-defense",anger,medium,Decided to apply bhakti to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_110,Vibhishana,Ramayana,coping with aging,tradition vs innovation,Pathways,tapas,"Through tapas, one can navigate coping with aging and restore inner balance.","sadness, tradition, innovation",sadness,high,Decided to apply tapas to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_111,Bharata,Ramayana,facing ethical corruption in workplace,truth vs convenience,Agency,tapas,"Through tapas, one can navigate facing ethical corruption in workplace and restore inner balance.","anxiety, truth, convenience",anxiety,high,Decided to apply tapas to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_112,Bharata,Ramayana,facing a loss of a loved one,self-interest vs social good,Pathways,satya,"Through satya, one can navigate facing a loss of a loved one and restore inner balance.","frustration, self-interest, social good",frustration,high,Decided to apply satya to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_113,Lakshmana,Ramayana,struggling with addiction or bad habits,hard work vs luck,Goals,shanti,"Through shanti, one can navigate struggling with addiction or bad habits and restore inner balance.","grief, hard work, luck",grief,medium,Decided to apply shanti to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_114,Vibhishana,Ramayana,facing exhaustion and burnout,hard work vs luck,Pathways,tapas,"Through tapas, one can navigate facing exhaustion and burnout and restore inner balance.","confusion, hard work, luck",confusion,low,Decided to apply tapas to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_115,Bharata,Ramayana,overcoming procrastination,non-violence vs self-defense,Pathways,tapas,"Through tapas, one can navigate overcoming procrastination and restore inner balance.","anxiety, non-violence, self-defense",anxiety,low,Decided to apply tapas to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_116,Sugriva,Ramayana,dealing with physical illness,non-violence vs self-defense,Agency,shanti,"Through shanti, one can navigate dealing with physical illness and restore inner balance.","confusion, non-violence, self-defense",confusion,medium,Decided to apply shanti to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_117,Lakshmana,Ramayana,struggling with addiction or bad habits,truth vs convenience,Pathways,viveka,"Through viveka, one can navigate struggling with addiction or bad habits and restore inner balance.","fear, truth, convenience",fear,high,Decided to apply viveka to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_118,Jatayu,Ramayana,facing exhaustion and burnout,loyalty vs righteousness,Pathways,bhakti,"Through bhakti, one can navigate facing exhaustion and burnout and restore inner balance.","anger, loyalty, righteousness",anger,low,Decided to apply bhakti to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
